,W063,,,3.,Stomach cancer,, 2.7 , 0.3 , 1.3 , 0.0 , 1.6 , 0.0 , 3.7 , 0.7 , 1.3 , 1.2 , 1.5 , 0.0 , 0.0 , 1.8 , 0.0 , 3.2 , 1.3 , 0.0 , 0.2 , 0.0 , 1.2 , 0.5 , 0.0 , 19.8 , 0.0 , 1.7 , 0.5 , 0.3 , 0.9 , 0.3 , 2.2 , 0.0 , 0.5 , 0.9 , 3.4 , 359.8 , 6.3 , 0.0 , 0.1 , 0.0 , 0.8 , 1.1 , 0.8 , 0.1 , 1.5 , 0.8 , 5.5 , 6.5 , 0.5 , 0.0 , 0.0 , 0.9 , 2.7 , 1.7 , 1.0 , 0.1 , 0.1 , 0.4 , 2.5 , 0.0 , 0.6 , 6.5 , 0.0 , 0.1 , 0.5 , 13.0 , 0.7 , 1.6 , 0.0 , 1.0 , 0.4 , 0.1 , 0.1 , 0.6 , 0.6 , 2.0 , 0.0 , 45.9 , 8.0 , 9.7 , 1.0 , 0.3 , 0.6 , 12.0 , 0.5 , 52.1 , 0.2 , 3.5 , 1.6 , 0.0 , 0.0 , 0.9 , 0.1 , 0.6 , 0.2 , 0.0 , 0.1 , 0.1 , 0.8 , 0.0 , 0.7 , 0.2 , 1.9 , 0.1 , 1.9 , 0.1 , 0.0 , 0.1 , 0.1 , 6.7 , 0.0 , 0.0 , 0.7 , 0.9 , 0.1 , 3.8 , 0.0 , 0.0 , 1.1 , 1.8 , 0.3 , 0.6 , 0.4 , 2.5 , 0.0 , 0.5 , 0.1 , 3.0 , 0.0 , 0.3 , 0.1 , 0.6 , 6.4 , 2.2 , 7.2 , 2.9 , 0.0 , 14.9 , 0.7 , 4.2 , 42.0 , 0.6 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.5 , 0.7 , 1.8 , 0.0 , 0.3 , 0.4 , 0.8 , 0.4 , 0.0 , 0.4 , 2.0 , 6.6 , 0.4 , 1.0 , 0.0 , 0.0 , 0.9 , 0.6 , 0.3 , 0.6 , 3.3 , 0.4 , 0.0 , 0.2 , 0.0 , 0.1 , 0.3 , 5.8 , 0.4 , 0.0 , 0.9 , 11.9 , 0.1 , 7.1 , 1.5 , 13.6 , 0.5 , 1.6 , 0.0 , 1.9 , 11.1 , 0.4 , 0.5 , 0.7 
,W064,,,4.,Colon and rectum cancers,, 1.1 , 0.5 , 1.2 , 0.0 , 0.4 , 0.0 , 7.3 , 0.3 , 5.1 , 2.6 , 0.2 , 0.0 , 0.0 , 1.1 , 0.0 , 2.6 , 3.6 , 0.0 , 0.2 , 0.0 , 0.8 , 0.6 , 0.0 , 15.4 , 0.0 , 2.4 , 0.3 , 0.2 , 0.7 , 0.3 , 7.9 , 0.0 , 0.1 , 0.1 , 1.6 , 107.6 , 2.3 , 0.0 , 0.1 , 0.0 , 0.4 , 1.8 , 1.9 , 0.1 , 4.8 , 0.5 , 2.0 , 0.5 , 2.5 , 0.0 , 0.0 , 0.7 , 0.6 , 1.8 , 0.2 , 0.0 , 0.1 , 0.4 , 2.0 , 0.0 , 1.0 , 21.6 , 0.0 , 0.0 , 0.2 , 31.4 , 0.7 , 2.6 , 0.0 , 0.4 , 0.2 , 0.1 , 0.0 , 0.3 , 0.3 , 5.1 , 0.1 , 36.0 , 24.2 , 2.8 , 1.2 , 1.1 , 1.4 , 18.8 , 0.3 , 41.7 , 0.3 , 0.8 , 0.6 , -   , 0.1 , 0.1 , 0.3 , 0.8 , 0.1 , 0.0 , 0.1 , 0.1 , 0.9 , 0.1 , 0.5 , 0.3 , 2.7 , 0.0 , 0.4 , 0.1 , 0.0 , 0.1 , 0.1 , 4.1 , 0.0 , 0.0 , 0.1 , 0.9 , 0.1 , 1.5 , 0.0 , 0.0 , 0.7 , 5.2 , 1.2 , 0.2 , 0.6 , 5.2 , 0.0 , 1.8 , 0.0 , 3.5 , 0.0 , 0.2 , 0.1 , 0.3 , 1.8 , 4.1 , 11.7 , 3.7 , 0.0 , 7.9 , 0.8 , 4.7 , 38.7 , 0.2 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.8 , 0.2 , 3.2 , 0.0 , 0.2 , 0.8 , 1.9 , 0.8 , 0.0 , 0.2 , 2.9 , 14.8 , 0.9 , 1.2 , 0.0 , 0.0 , 2.7 , 1.8 , 0.5 , 0.1 , 6.5 , 0.4 , 0.0 , 0.2 , 0.0 , 0.1 , 0.3 , 4.4 , 0.0 , 0.0 , 0.9 , 13.0 , 0.1 , 19.5 , 0.8 , 62.1 , 1.1 , 0.4 , 0.0 , 1.3 , 5.8 , 0.6 , 0.3 , 0.4 
,W065,,,5.,Liver cancer,, 0.5 , 0.1 , 0.2 , 0.0 , 0.6 , 0.0 , 1.9 , 0.2 , 0.9 , 0.8 , 0.2 , 0.0 , 0.0 , 1.3 , 0.0 , 0.4 , 0.7 , 0.0 , 0.6 , 0.0 , 0.3 , 0.6 , 0.0 , 3.8 , 0.0 , 0.8 , 1.5 , 0.6 , 0.8 , 3.6 , 1.5 , 0.0 , 0.7 , 1.5 , 0.8 , 308.9 , 0.7 , 0.0 , 0.4 , 0.0 , 0.2 , 0.5 , 0.7 , 0.1 , 1.0 , 1.9 , 3.2 , 8.3 , 0.3 , 0.1 , 0.0 , 0.5 , 0.5 , 2.7 , 0.2 , 0.1 , 0.2 , 0.1 , 3.8 , 0.0 , 0.4 , 8.0 , 0.1 , 0.5 , 0.2 , 6.3 , 2.0 , 1.7 , 0.0 , 0.3 , 1.6 , 0.1 , 0.0 , 0.6 , 0.2 , 1.0 , 0.0 , 13.9 , 17.3 , 0.8 , 0.2 , 0.2 , 0.3 , 10.5 , 0.1 , 34.7 , 0.1 , 1.0 , 0.9 , 0.0 , 0.1 , 0.2 , 0.6 , 0.1 , 0.0 , 0.1 , 0.2 , 0.1 , 0.2 , 0.0 , 1.4 , 0.3 , 1.3 , 0.1 , 1.9 , 0.0 , 0.0 , 0.3 , 0.0 , 5.9 , 0.0 , 0.0 , 1.6 , 0.2 , 6.3 , 2.8 , 0.0 , 0.0 , 0.4 , 0.6 , 0.1 , 0.2 , 1.8 , 9.0 , 0.0 , 0.1 , 0.1 , 3.2 , 0.0 , 0.1 , 0.4 , 0.1 , 1.2 , 4.3 , 2.2 , 0.7 , 0.0 , 13.8 , 0.4 , 2.3 , 8.0 , 1.1 , -   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 1.0 , 2.3 , 1.0 , 0.0 , 0.7 , 0.6 , 0.4 , 0.2 , 0.0 , 0.8 , 1.2 , 4.6 , 0.2 , 1.4 , 0.0 , 0.1 , 0.6 , 0.6 , 0.0 , 0.1 , 19.4 , 0.3 , 0.0 , 0.5 , 0.0 , 0.0 , 0.1 , 1.3 , 0.1 , 0.0 , 0.7 , 2.6 , 0.0 , 2.8 , 1.0 , 15.8 , 0.1 , 0.4 , 0.0 , 0.7 , 8.7 , 0.6 , 0.9 , 1.2 
,W066,,,6.,Pancreas cancer,, 0.3 , 0.2 , 0.4 , 0.0 , 0.1 , 0.0 , 3.7 , 0.2 , 1.9 , 1.3 , 0.2 , 0.0 , 0.0 , 0.2 , 0.0 , 0.8 , 1.3 , 0.0 , 0.1 , 0.0 , 0.3 , 0.3 , 0.0 , 6.1 , 0.0 , 1.0 , 0.1 , 0.1 , 0.2 , 0.2 , 3.5 , 0.0 , 0.1 , 0.2 , 0.9 , 44.6 , 1.2 , 0.0 , 0.1 , 0.0 , 0.2 , 0.6 , 0.7 , 0.0 , 1.7 , 0.3 , 0.9 , 1.2 , 0.8 , 0.0 , 0.0 , 0.2 , 0.4 , 0.8 , 0.1 , 0.0 , 0.0 , 0.2 , 1.0 , 0.0 , 0.9 , 8.7 , 0.0 , 0.0 , 0.1 , 13.4 , 0.3 , 1.4 , 0.0 , 0.4 , 0.0 , 0.0 , 0.0 , 0.1 , 0.2 , 1.7 , 0.0 , 13.9 , 5.5 , 0.6 , 0.5 , 0.4 , 0.6 , 8.5 , 0.1 , 22.5 , 0.1 , 0.9 , 0.7 , -   , 0.0 , 0.1 , 0.0 , 0.3 , 0.1 , 0.0 , 0.0 , 0.1 , 0.4 , 0.1 , 0.2 , 0.1 , 0.5 , 0.0 , 0.2 , 0.1 , 0.0 , 0.0 , 0.0 , 3.7 , 0.0 , 0.0 , 0.0 , 0.3 , 0.1 , 0.4 , 0.0 , 0.0 , 0.3 , 2.1 , 0.3 , 0.1 , 0.3 , 2.1 , 0.0 , 0.7 , 0.0 , 0.7 , 0.0 , 0.1 , 0.0 , 0.2 , 1.0 , 1.2 , 4.2 , 1.0 , 0.0 , 3.9 , 0.3 , 2.3 , 13.7 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.3 , 0.1 , 1.1 , 0.0 , 0.1 , 0.2 , 0.6 , 0.3 , 0.0 , 0.1 , 0.6 , 4.7 , 0.1 , 0.4 , 0.0 , 0.0 , 1.4 , 0.9 , 0.1 , 0.1 , 1.3 , 0.2 , 0.0 , 0.1 , 0.0 , 0.1 , 0.1 , 1.5 , 0.1 , 0.0 , 0.2 , 4.1 , 0.0 , 7.3 , 0.2 , 33.0 , 0.4 , 0.3 , 0.0 , 0.6 , 1.2 , 0.3 , 0.1 , 0.3 
,W067,,,7.,"Trachea, bronchus, lung cancers",, 1.7 , 1.1 , 3.0 , 0.0 , 0.8 , 0.0 , 9.5 , 1.5 , 7.2 , 3.4 , 1.4 , 0.0 , 0.1 , 18.6 , 0.0 , 3.7 , 6.9 , 0.0 , 0.2 , 0.0 , 0.6 , 1.8 , 0.1 , 22.3 , 0.0 , 3.3 , 0.6 , 0.2 , 1.1 , 0.6 , 17.6 , 0.0 , 0.1 , 0.3 , 2.4 , 380.2 , 3.9 , 0.0 , 0.2 , 0.0 , 0.3 , 2.8 , 4.5 , 0.2 , 5.7 , 1.2 , 3.5 , 1.1 , 3.5 , 0.0 , 0.0 , 1.1 , 0.7 , 4.3 , 0.2 , 0.0 , 0.1 , 0.7 , 1.7 , 0.0 , 1.9 , 30.0 , 0.1 , 0.1 , 0.8 , 40.9 , 0.5 , 6.4 , 0.0 , 0.8 , 0.3 , 0.0 , 0.0 , 0.2 , 0.6 , 8.2 , 0.1 , 70.5 , 35.8 , 3.3 , 3.9 , 1.7 , 1.4 , 33.1 , 0.3 , 60.2 , 0.4 , 4.9 , 0.7 , 0.0 , 0.1 , 0.6 , 0.5 , 1.1 , 0.6 , 0.1 , 0.1 , 0.3 , 1.4 , 0.2 , 0.5 , 0.2 , 4.0 , 0.1 , 0.3 , 0.1 , 0.0 , 0.1 , 0.1 , 8.0 , 0.0 , 0.0 , 0.5 , 2.4 , 0.3 , 8.7 , 0.1 , 0.0 , 1.7 , 9.7 , 1.5 , 0.3 , 0.6 , 2.4 , 0.0 , 2.1 , 0.1 , 11.2 , 0.0 , 0.2 , 0.1 , 0.6 , 1.8 , 9.2 , 22.7 , 3.4 , 0.0 , 17.4 , 0.9 , 8.7 , 48.8 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.8 , 0.2 , 5.6 , 0.0 , 0.2 , 1.2 , 2.1 , 1.1 , 0.0 , 0.2 , 5.1 , 19.9 , 2.0 , 0.7 , 0.0 , 0.0 , 3.0 , 3.0 , 0.7 , 0.2 , 13.3 , 0.7 , 0.1 , 0.1 , 0.0 , 0.1 , 0.9 , 17.2 , 0.4 , 0.0 , 0.5 , 16.3 , 0.1 , 34.4 , 1.0 , 163.9 , 1.2 , 1.5 , 0.0 , 2.7 , 12.3 , 0.6 , 0.3 , 0.7 
,W068,,,8.,Melanoma and other skin cancers,, 0.2 , 0.1 , 0.1 , 0.0 , 0.3 , 0.0 , 0.9 , 0.1 , 1.7 , 0.4 , 0.1 , 0.0 , 0.0 , 0.3 , -   , 0.2 , 0.3 , 0.0 , 0.1 , 0.0 , 0.3 , 0.1 , 0.0 , 2.0 , -   , 0.2 , 0.1 , 0.1 , 0.0 , 0.2 , 1.1 , 0.0 , 0.1 , 0.1 , 0.3 , 1.7 , 0.4 , 0.0 , 0.0 , 0.0 , 0.1 , 0.3 , 0.3 , 0.0 , 0.5 , 0.1 , 0.0 , 0.5 , 0.3 , 0.0 , 0.0 , 0.1 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.1 , 0.7 , 0.0 , 0.2 , 2.6 , 0.0 , 0.0 , 0.0 , 3.2 , 0.2 , 0.3 , 0.0 , 0.1 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 2.3 , 1.3 , 0.2 , 0.1 , 0.2 , 0.2 , 2.3 , 0.0 , 1.2 , 0.0 , 0.3 , 0.2 , -   , 0.0 , 0.1 , 0.0 , 0.1 , 0.0 , 0.0 , 0.1 , 0.0 , 0.1 , 0.0 , 0.1 , 0.1 , 0.1 , 0.0 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 1.4 , 0.0 , 0.0 , 0.0 , 0.1 , 0.1 , 0.1 , 0.0 , 0.0 , 0.1 , 0.8 , 0.4 , 0.0 , 0.1 , 0.9 , 0.0 , 0.3 , 0.0 , 0.4 , 0.0 , 0.0 , 0.1 , 0.0 , 0.3 , 0.1 , 1.9 , 0.4 , -   , 0.5 , 0.1 , 0.9 , 3.3 , 0.1 , -   , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.4 , 0.5 , 0.0 , 0.1 , 0.0 , 0.2 , 0.1 , 0.0 , 0.1 , 1.3 , 1.4 , 0.1 , 0.6 , 0.0 , 0.0 , 0.5 , 0.4 , 0.1 , 0.0 , 0.2 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.4 , 0.1 , 0.0 , 0.2 , 1.2 , 0.0 , 2.8 , 0.2 , 11.8 , 0.1 , 0.2 , 0.0 , 0.4 , 0.1 , 0.0 , 0.2 , 0.1 
,W069,,,9.,Breast cancer,, 1.7 , 0.4 , 1.8 , 0.0 , 1.1 , 0.0 , 6.2 , 0.8 , 3.1 , 1.7 , 0.7 , 0.0 , 0.0 , 6.2 , 0.1 , 1.5 , 2.7 , 0.0 , 0.6 , 0.0 , 0.8 , 0.4 , 0.1 , 20.9 , 0.0 , 1.3 , 1.2 , 0.3 , 1.1 , 1.5 , 5.8 , 0.0 , 0.2 , 0.4 , 1.2 , 63.6 , 2.3 , 0.0 , 0.2 , 0.0 , 0.3 , 1.0 , 1.2 , 0.1 , 2.1 , 1.4 , 1.2 , 1.4 , 1.6 , 0.0 , 0.0 , 0.8 , 0.6 , 4.4 , 0.2 , 0.0 , 0.1 , 0.3 , 3.2 , 0.1 , 0.9 , 14.4 , 0.1 , 0.0 , 0.5 , 20.1 , 1.5 , 2.3 , 0.0 , 0.6 , 0.4 , 0.1 , 0.1 , 0.1 , 0.4 , 2.4 , 0.0 , 54.5 , 21.8 , 2.5 , 1.8 , 0.7 , 1.1 , 12.2 , 0.4 , 11.0 , 0.4 , 1.7 , 1.2 , 0.0 , 0.1 , 0.3 , 0.2 , 0.5 , 0.3 , 0.1 , 0.2 , 0.2 , 0.6 , 0.1 , 0.6 , 0.3 , 1.8 , 0.0 , 0.6 , 0.1 , 0.0 , 0.2 , 0.1 , 5.2 , 0.0 , 0.0 , 0.1 , 1.3 , 0.1 , 2.8 , 0.1 , 0.0 , 1.6 , 3.9 , 0.7 , 0.2 , 0.9 , 13.0 , 0.0 , 0.8 , 0.1 , 10.7 , 0.0 , 0.2 , 0.1 , 0.4 , 2.0 , 5.3 , 6.1 , 1.8 , 0.0 , 1.8 , 0.5 , 3.3 , 27.2 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.9 , 0.7 , 2.1 , 0.0 , 0.6 , 0.4 , 0.8 , 0.4 , 0.0 , 0.4 , 4.3 , 6.6 , 1.8 , 2.7 , 0.0 , 0.0 , 1.6 , 1.6 , 0.5 , 0.2 , 4.3 , 0.3 , 0.0 , 0.4 , 0.0 , 0.2 , 0.4 , 4.3 , 0.2 , 0.0 , 0.8 , 8.6 , 0.0 , 15.0 , 1.7 , 47.5 , 0.8 , 0.9 , 0.0 , 1.6 , 3.6 , 1.1 , 0.3 , 0.4 
,W070,,,10.,Cervix uteri cancer,, 0.3 , 0.1 , 1.1 , 0.0 , 1.1 , 0.0 , 1.6 , 0.2 , 0.3 , 0.2 , 0.1 , 0.0 , 0.0 , 8.4 , 0.0 , 0.5 , 0.3 , 0.0 , 0.6 , 0.0 , 1.5 , 0.1 , 0.1 , 8.8 , 0.0 , 0.6 , 0.6 , 0.5 , 1.6 , 1.4 , 0.6 , 0.0 , 0.3 , 0.7 , 0.8 , 21.3 , 2.5 , 0.0 , 0.3 , 0.0 , 0.2 , 0.2 , 0.6 , 0.0 , 0.5 , 1.3 , 1.0 , 3.4 , 0.2 , 0.0 , 0.0 , 0.6 , 0.9 , 1.5 , 0.5 , 0.0 , 0.2 , 0.1 , 3.7 , 0.0 , 0.1 , 1.7 , 0.1 , 0.1 , 0.1 , 2.7 , 1.5 , 0.2 , 0.0 , 0.6 , 0.9 , 0.1 , 0.1 , 0.9 , 0.4 , 0.6 , 0.0 , 72.6 , 10.4 , 0.6 , 0.2 , 0.1 , 0.1 , 1.3 , 0.2 , 3.7 , 0.0 , 0.8 , 1.1 , 0.0 , 0.0 , 0.2 , 0.2 , 0.2 , 0.1 , 0.2 , 0.3 , 0.1 , 0.3 , 0.0 , 1.1 , 1.2 , 0.7 , 0.0 , 0.9 , 0.0 , 0.0 , 0.2 , 0.0 , 5.7 , 0.0 , 0.0 , 0.1 , 0.6 , 1.0 , 2.7 , 0.1 , 0.0 , 1.6 , 0.3 , 0.1 , 0.4 , 0.5 , 11.7 , 0.0 , 0.1 , 0.0 , 1.2 , 0.0 , 0.2 , 0.3 , 0.4 , 2.4 , 2.0 , 2.6 , 0.3 , 0.0 , 1.5 , 0.2 , 2.2 , 8.3 , 0.6 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.1 , 0.7 , 0.9 , 0.0 , 0.5 , 0.1 , 0.2 , 0.1 , 0.0 , 0.6 , 3.7 , 0.8 , 1.2 , 1.5 , 0.0 , 0.1 , 0.2 , 0.1 , 0.0 , 0.1 , 4.2 , 0.1 , 0.0 , 0.4 , 0.0 , 0.1 , 0.1 , 0.8 , 0.1 , 0.0 , 1.2 , 3.0 , 0.0 , 1.6 , 4.3 , 6.5 , 0.1 , 0.4 , 0.0 , 1.7 , 4.0 , 0.2 , 1.0 , 0.9 
,W071,,,11.,Corpus uteri cancer,, 0.1 , 0.1 , 0.1 , 0.0 , 0.1 , 0.0 , 1.2 , 0.1 , 0.3 , 0.2 , 0.1 , 0.0 , 0.0 , 0.2 , 0.0 , 0.3 , 0.4 , 0.0 , 0.0 , 0.0 , 0.1 , 0.1 , 0.0 , 1.5 , 0.0 , 0.2 , 0.1 , 0.0 , 0.0 , 0.0 , 0.6 , 0.0 , 0.0 , 0.0 , 0.1 , 3.4 , 0.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.1 , 0.4 , 0.0 , 0.5 , 0.1 , 0.0 , 0.1 , 0.2 , 0.0 , 0.0 , 0.1 , 0.1 , 0.3 , 0.0 , 0.0 , 0.0 , 0.0 , 0.3 , 0.0 , 0.2 , 2.0 , 0.0 , 0.0 , 0.1 , 2.1 , 0.1 , 0.2 , 0.0 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.4 , 0.0 , 3.4 , 2.3 , 0.1 , 0.1 , 0.1 , 0.1 , 1.6 , 0.1 , 2.1 , 0.0 , 0.3 , 0.1 , -   , 0.0 , 0.0 , 0.0 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.1 , 0.0 , 0.1 , 0.0 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.4 , 0.0 , 0.0 , 0.0 , 0.1 , 0.1 , 0.1 , 0.0 , 0.0 , 0.1 , 0.4 , 0.1 , 0.0 , 0.1 , 0.3 , 0.0 , 0.1 , 0.0 , 1.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.2 , 0.3 , 1.2 , 0.3 , 0.0 , 0.2 , 0.1 , 0.4 , 6.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , -   , 0.0 , 0.1 , 0.1 , 0.3 , 0.0 , 0.0 , 0.0 , 0.2 , 0.1 , 0.0 , 0.0 , 0.3 , 1.2 , 0.1 , 0.2 , 0.0 , 0.0 , 0.3 , 0.2 , 0.1 , 0.0 , 0.4 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.5 , 0.0 , 0.0 , 0.0 , 2.0 , 0.0 , 1.7 , 0.2 , 6.0 , 0.1 , 0.1 , 0.0 , 0.2 , 0.3 , 0.0 , 0.0 , 0.1 
,W072,,,12.,Ovary cancer,, 0.5 , 0.1 , 0.4 , 0.0 , 0.3 , 0.0 , 1.1 , 0.2 , 0.8 , 0.6 , 0.2 , 0.0 , 0.0 , 1.9 , 0.0 , 0.5 , 0.8 , 0.0 , 0.1 , 0.0 , 0.4 , 0.0 , 0.0 , 4.0 , 0.0 , 0.4 , 0.1 , 0.1 , 0.2 , 0.2 , 1.6 , 0.0 , 0.0 , 0.1 , 0.3 , 11.9 , 1.0 , 0.0 , 0.0 , 0.0 , 0.1 , 0.3 , 0.2 , 0.0 , 0.7 , 0.3 , 0.4 , 0.2 , 0.4 , 0.0 , 0.0 , 0.1 , 0.2 , 0.2 , 0.1 , 0.0 , 0.0 , 0.1 , 1.1 , 0.0 , 0.3 , 3.6 , 0.0 , 0.0 , 0.1 , 5.7 , 0.3 , 0.5 , 0.0 , 0.2 , 0.1 , 0.0 , 0.0 , 0.0 , 0.1 , 0.7 , 0.0 , 20.1 , 7.2 , 0.4 , 0.3 , 0.3 , 0.2 , 2.9 , 0.0 , 4.5 , 0.0 , 0.5 , 0.4 , -   , 0.0 , 0.1 , 0.1 , 0.2 , 0.0 , 0.0 , 0.1 , 0.0 , 0.3 , 0.0 , 0.2 , 0.1 , 0.5 , 0.0 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 1.6 , 0.0 , 0.0 , 0.0 , 0.2 , 0.1 , 0.8 , 0.0 , 0.0 , 0.5 , 1.0 , 0.2 , 0.1 , 0.2 , 2.4 , 0.0 , 0.4 , 0.0 , 2.8 , 0.0 , 0.1 , 0.1 , 0.1 , 0.6 , 1.6 , 2.4 , 0.4 , 0.0 , 0.8 , 0.1 , 0.9 , 8.1 , 0.1 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.2 , 0.2 , 0.4 , 0.0 , 0.1 , 0.1 , 0.3 , 0.1 , 0.0 , 0.1 , 0.8 , 1.8 , 0.8 , 0.5 , 0.0 , 0.0 , 0.6 , 0.5 , 0.1 , 0.1 , 1.7 , 0.1 , 0.0 , 0.1 , 0.0 , 0.0 , 0.1 , 1.2 , 0.1 , 0.0 , 0.3 , 2.6 , 0.0 , 4.5 , 0.3 , 15.3 , 0.1 , 0.4 , 0.0 , 0.4 , 1.0 , 0.1 , 0.1 , 0.2 
,W073,,,13.,Prostate cancer,, 0.3 , 0.2 , 0.8 , 0.0 , 0.6 , 0.0 , 4.6 , 0.2 , 3.3 , 1.3 , 0.2 , 0.0 , 0.0 , 0.2 , 0.1 , 0.8 , 2.2 , 0.0 , 0.6 , 0.0 , 1.0 , 0.2 , 0.1 , 22.9 , 0.0 , 0.8 , 1.2 , 0.2 , 0.2 , 1.6 , 4.2 , 0.0 , 0.4 , 0.7 , 1.8 , 8.3 , 3.5 , 0.0 , 0.2 , 0.0 , 0.4 , 0.7 , 2.3 , 0.1 , 1.6 , 2.3 , 0.2 , 4.2 , 1.3 , 0.0 , 0.0 , 2.4 , 1.1 , 0.8 , 0.4 , 0.1 , 0.1 , 0.2 , 0.8 , 0.0 , 0.8 , 11.9 , 0.1 , 0.1 , 0.1 , 12.3 , 2.2 , 1.8 , 0.0 , 0.7 , 0.5 , 0.2 , 0.1 , 0.5 , 0.5 , 1.3 , 0.1 , 20.6 , 7.2 , 1.3 , 0.3 , 0.6 , 0.5 , 7.8 , 0.4 , 8.9 , 0.2 , 0.4 , 1.3 , -   , 0.0 , 0.1 , 0.0 , 0.4 , 0.1 , 0.1 , 0.2 , 0.1 , 0.5 , 0.0 , 0.7 , 0.7 , 0.6 , 0.0 , 0.5 , 0.0 , 0.0 , 0.3 , 0.1 , 5.8 , 0.0 , 0.0 , 0.0 , 0.5 , 0.1 , 0.3 , 0.1 , -   , 0.3 , 2.7 , 0.6 , 0.4 , 1.4 , 16.3 , 0.0 , 1.2 , 0.1 , 2.5 , 0.0 , 0.4 , 0.0 , 0.5 , 3.1 , 1.5 , 4.5 , 1.9 , 0.0 , 1.3 , 0.1 , 1.8 , 7.0 , 0.2 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.0 , 0.4 , 0.9 , 1.1 , 0.0 , 0.6 , 0.1 , 0.5 , 0.3 , 0.0 , 0.2 , 4.2 , 6.4 , 0.4 , 0.9 , 0.0 , 0.1 , 2.4 , 1.5 , 0.3 , 0.0 , 1.5 , 0.1 , 0.0 , 0.6 , 0.0 , 0.2 , 0.2 , 1.9 , 0.0 , 0.0 , 2.4 , 3.2 , 0.0 , 12.1 , 2.0 , 33.4 , 0.8 , 0.1 , 0.0 , 1.7 , 0.8 , 0.1 , 0.5 , 0.7 
